Title,Year,Cited by,DOI,Link,Abstract,Author Keywords
A simple and fast responsive colorimetric moisture sensor based on symmetrical conjugated polymer,2020,36,10.1016/j.snb.2020.127906,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.1016%2Fj.snb.2020.127906&partnerID=40&md5=3b2979115132d7fa0c319d3e2d79da31,"This work describes a colorimetric moisture sensor based on conjugated polydiacetylene for humidity/moisture with a rapid blue to red colorimetric response. The moisture responsive material is incorporated into the polymer film, printing ink and epoxy paint. The polymer based film shows weak colorimetric response to atmospheric humidity (RH = ∼80 %) at temperatures up to 45 °C starts within 30 s, whereas the paper based inkjet-printed image exhibits ultrafast sensing to moisture in a fraction of a second. Test results indicated that this colorimetric sensor can detect relative humidity, especially at values higher than 80 % in an irreversible manner. Moreover, a smart epoxy paint embedded with poly(DCDA-HC2) can also sense the moisture suggests its tremendous potential advantage application as a colorimetric moisture sensor.",Conjugated Polymer; Epoxy Paint; Inkjet-printing; Moisture Sensor; Polydiacetylene; Polymer Film; Atmospheric Humidity; Color; Colorimetry; Conjugated Polymers; Ink; Ink Jet Printing; Moisture Meters; Paint; Polyacetylenes; Polymer Films; Semiconducting Films; Colorimetric Sensors; Epoxy Paints; Fast Responsive; Moisture Sensors; Polydiacetylenes; Polymer Based; Printed Images; Responsive Materials; Moisture Control
Micromechanics-based prediction of the effective properties of piezoelectric composite having interfacial imperfections,2020,11,10.1016/j.compstruct.2020.112076,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.1016%2Fj.compstruct.2020.112076&partnerID=40&md5=223c8cd85d5e7bc651515a2ff3d19492,"We derive an analytical expression to predict the effective properties of a particulate-reinforced piezoelectric composite with interfacial imperfections using a micromechanics-based mean–field approach. We correctly derive the analytical formula of the modified Eshelby tensor, the modified concentration tensor, and the effective property equations based on the modified Mori–Tanaka method in the presence of interfacial imperfections. Our results are validated against finite element analyses (FEA) for the entire range of interfacial damage levels, from a perfect to a completely disconnected and insulated interface. For the facile evaluation of the nontrivial tensorial equations, we adopt the Mandel notation to perform tensor operations with 9×9 symmetric matrix operations. We apply the method to predict the effective properties of a representative piezoelectric composite consisting of polyvinylidene fluoride (PVDF) and SiC reinforcements.",Effective Modulus; Eshelby Tensor; Interfacial Damage; Piezoelectric Composite; Fluorine Compounds; Forecasting; Piezoelectric Materials; Piezoelectricity; Reinforcement; Silicon Carbide; Silicon Compounds; Tensors; Analytical Expressions; Concentration Tensors; Effective Moduli; Eshelby Tensor; Interfacial Damages; Interfacial Imperfection; Piezoelectric Composite; Polyvinylidene Fluorides; Particle Reinforced Composites
Thermo/photo dual-crosslinking chitosan-gelatin methacrylate hydrogel with controlled shrinking property for contraction fabrication,2020,43,10.1016/j.carbpol.2020.116067,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.1016%2Fj.carbpol.2020.116067&partnerID=40&md5=c0e0da323f3cc20415e89196f0a2d4ea,"Stimuli-responsive gel volume variation is reversible and has shown promising applications, which may be potential for contraction or expansion fabrication, generating shrinking or swelling volume of the original. In this study, a thermo/photo dual-crosslinking hydrogel is prepared with methacrylated hydroxylbutyl chitosan (MHBC) and gelatin methacrylate (GelMA). The M/G hydrogel undergoes sol-gel phase transition under room temperature and shrinking deformation upon elevating temperature. Besides nontoxicity and biodegradability, dual crosslink endowed the composite hydrogel with strengthened and tunable mechanical property, controlled and repeatable contraction property in response to temperature elevation from 25 ℃ to 37 ℃, and enhanced cell adhesion in 3D culture. These peculiarities of M/G hydrogel provide great potential for application in contraction fabrication to acquire high resolution or small scale features that may be limited by fabrications devices.",Contraction Fabrication; Controlled Shrinking Property; Gelatin Metharylate; Methacrylated Hydroxybutyl Chitosan; Photo/thermo Dual-crosslinking; Biodegradability; Cell Adhesion; Chitosan; Hydrogels; Sol-gels; Chitosan Gelatins; Contraction Fabrication; Controled Shrinking Property; Crosslinking Chitosan; Gelatin Metharylate; Methacrylate Hydrogels; Methacrylated Hydroxybutyl Chitosan; Photo/thermo Dual-crosslinking; Property; Stimuli-responsive; Fabrication
Fluidic barriers in droplet-based centrifugal microfluidics: Generation of multiple emulsions and microspheres,2020,27,10.1016/j.snb.2020.127833,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.1016%2Fj.snb.2020.127833&partnerID=40&md5=c829d03412b7d02c89eee6a10a540cdc,"Droplet generation is very important in biochemical processes such as cell encapsulation, digital PCR (Polymerase Chain Reaction), and drug delivery. In the present paper, a density-based method called “fluidic barrier” is introduced to produce multiple emulsions on a centrifugal microfluidic platform or Lab-on-a-CD (LOCD). We show that the density and the viscosity of the fluids involved are important parameters for predicting the characteristics of the droplets generated with this method. Moreover, we broadened this concept by using the fluidic barriers to separate reactive chemicals. As a proof of concept, alginate and CaCl<inf>2</inf> solutions are separated by an oil barrier to control the alginate cross-linking process. We demonstrate the continuous production of alginate microspheres and show that increasing the spinning frequency or alginate concentration leads to smaller microspheres. Furthermore, the size of the microspheres can be modulated by adjusting the size of the microchannels to fit a variety of applications such as cell encapsulation, drug delivery, or digital PCR. The concept of fluidic barriers is generic and can be expanded to include more than one barrier using different liquids with the appropriate density values.",Alginate Microsphere; Centrifugal Microfluidics (lab-on-a-cd); Droplet Generation; Fluidic Barrier; Multiple Emulsion; Alginate; Centrifugation; Chlorine Compounds; Controlled Drug Delivery; Drops; Emulsification; Microfluidics; Microspheres; Ostwald Ripening; Polymerase Chain Reaction; Targeted Drug Delivery; Biochemical Process; Centrifugal Microfluidic Platform; Centrifugal Microfluidics; Continuous Production; Cross-linking Process; Density-based Method; Droplet Generation; Multiple Emulsions; Density Of Liquids
One-pot surfactant-free modulation of size and functional group distribution in thermoresponsive microgels,2020,6,10.1016/j.jcis.2020.02.057,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.1016%2Fj.jcis.2020.02.057&partnerID=40&md5=3c63f7a1203a6de27beeed8e54fc7cea,"Control over the size and functional group distribution of soft responsive hydrogel particles is essential for applications such as drug delivery, catalysis and chemical sensing. Traditionally, targeted functional group distributions are achieved with semi-batch techniques which require specialized equipment, while the preparation of size-tailored particles typically involves the use of surfactants. Herein, we present a simple and robust surfactant-free method for the modulation of size and carboxylic acid functional group distribution in poly(N-isopropylacrylamide) thermoresponsive microgels, employing reaction pH as the single experimental parameter. The varying distributions of carboxylic acid residues arise due to differences in kinetic reactivity, which are a function of the degree of dissociation of methacrylic acid, and thus of reaction pH. Incorporated charged residues induce a surfactant-like action during the particle nucleation stage, and impact the final particle size. Characterization with dynamic light scattering, and electron microscopy consistently supports the pH-tailored morphology of the microgels. A mathematical model which accounts for particle deformation on the imaging substrate also shows excellent agreement with the experimental results.","Functional Group Distribution; Microgels; One-pot; Pnipam; Responsive Colloids; Surfactant-free; Methacrylic Acid; N,n' Methylenebisacrylamide; Poly(n Isopropylacrylamide); Acrylic Monomers; Amides; Carboxylic Acids; Chemical Sensors; Controlled Drug Delivery; Light Scattering; Modulation; Morphology; Particle Size; Surface Active Agents; Functional Group Distributions; Micro-gels; One Pot; Pnipam; Surfactant-free; Gels; Carboxylic Acid; Methacrylic Acid; N,n' Methylenebisacrylamide; Poly(n Isopropylacrylamide); Surfactant; Article; Dissociation; Electron Microscopy; Hydrogel; Kinetic Parameters; Mathematical Model; One Pot Synthesis; Particle Size; Ph; Photon Correlation Spectroscopy; Polymerization; Precipitation; Priority Journal; Reaction Analysis"
Universal preparation of cellulose-based colorimetric sensor for heavy metal ion detection,2020,30,10.1016/j.carbpol.2020.116037,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.1016%2Fj.carbpol.2020.116037&partnerID=40&md5=bf6404743f52de9c41192a8dcbc89e1a,"A simple and universal strategy was developed to prepare cellulose/dye composite film, as colorimetric sensor for heavy metal ions (HMIs) detection. After regenerating cellulose solution in ethanol, the regenerated films were further soaking in dye/ethanol solution followed by hot-pressing, to obtain cellulose/dye composite films. 1-(2-pyridylazo)-2-naphthol (PAN) was used as an example, and the resultant cellulose/PAN composite films (CPs) possessed robust mechanical property (tensile strength of 52.9 MPa), light transmittance, and thermodynamic stability. PAN distributed uniformly as nanoparticles of 30 nm on cellulose because of the interaction between N of azo group of PAN and cellulose. When used as colorimetric sensor for Zn2+ detection, the detection limit of CP was as low as 100 ppb, and the color change was distinguishable after testing with tap water. Moreover, two more dyes including 1-(2-thiazolylazo)-2-naphthol (TAN) and dithizone (Dith) were also immobilized successfully on cellulose, and the resultant films were effective colorimetric sensor for HMIs like Zn2+ and Cu2+. This work provided a facile and universal method to prepare cellulose-based colorimetric sensor or HMI detection, demonstrating great potential in water treatment and natural resources utilization.",Cellulose; Colorimetric Sensor; Dye; Heavy Metal Ion; Cellulose; Cellulose Films; Color; Colorimetry; Dyeing; Heavy Metals; Hot Pressing; Metal Ions; Naphthol; Tensile Strength; Water Treatment; 1-(2-pyridylazo)-2-naphthol; 1-(2-thiazolylazo)-2-naphthol; Cellulose Solutions; Colorimetric Sensors; Detection Limits; Light Transmittance; Resources Utilizations; Universal Method; Composite Films; Heavy Metals; Hot Pressing
VOC sensing using batch-fabricated temperature compensated self-leveling microstructures,2020,12,10.1016/j.snb.2020.127817,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.1016%2Fj.snb.2020.127817&partnerID=40&md5=301b3cb73e25822fd8e79f0d2d617624,"We present the design, fabrication, and response of a low-power, polymer-based VOC sensor based on the self-leveling of mechanically leveraged structures. The device utilizes folded polymer-coated microcantilevers to achieve passive temperature compensation without the need for additional compensating sensors or electronics. We demonstrate that a self-leveling vapor sensor provides the same gas response as a simple microcantilever geometry, showing ∼20 % change in device capacitance when subjected to 35–85 %RH change while showing nearly-zero baseline drift due to changes in ambient temperature when the temperature is increased from 23−72 °C which is ∼52-fold better than a simple microcantilever geometry. The response of the VOC sensor was measured using three polymers (Polyimide, Polyurethane, and PDMS) against five different analytes (Ethanol, Acetone, Benzene, Hexane, and Water) and an SVM-based model was used to show target specificity. The sensor also showed an absorption response time (τ<inf>90</inf>) of ∼138 s. We propose that the self-leveling vapor sensor geometry is a significant improvement to a simple microcantilever vapor sensor as it offers the same performance but shows near-complete elimination of temperature-induced baseline drift.",Capacitive Sensors; Polymer Swelling; Self-leveling; Volatile Organic Compounds
Metal-organic framework-based materials as an emerging platform for advanced electrochemical sensing,2020,425,10.1016/j.ccr.2020.213222,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.1016%2Fj.ccr.2020.213222&partnerID=40&md5=d90bf86e0c52626cb35d6cf8fcd731ab,"Metal-organic frameworks (MOFs) are surprisingly porous materials that have attracted enormous attention in recent years owing to their fascinating structures and widespread potential applications. In this review, the recent developments of MOF-based materials for advanced electrochemical sensing applications are systematically summarized. A detailed discussion about the structure-property relationship, and the different strategies used for the rational design and controllable synthesis of versatile MOF-based materials based on the specific requirements of the final electrochemical sensing applications are outlined. The challenges and opportunities of developing MOF-based materials as novel electrochemical sensing platform are also discussed. Hopefully, this review will provide some creative inspiration to advance future studies on MOF-based materials in this emerging field.",Controllable Synthesis; Electrochemical Sensor; Mof; Rational Design; Structure-property Relationship
A chemically modified laser-induced porous graphene based flexible and ultrasensitive electrochemical biosensor for sweat glucose detection,2020,247,10.1016/j.snb.2020.127866,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.1016%2Fj.snb.2020.127866&partnerID=40&md5=7b34b313c5229ef76f95606cbce7a486,"Porous laser-induced graphene (LIG) is an attractive and promising carbon material for electrochemical applications because it can immobilize various proteins, such as enzymes, antibodies, and receptors. However, poor inherent electrical properties caused by low surface conductivity is still a critical drawback for various applications. Here, we have proposed a surface modification method for the LIG electrode using acetic acid treatment via facile and practicable dipping technique. This simple acetic acid treatment dramatically increased the ratio of carbon-carbon bonds which effectively increased conductivity and decreased sheet resistance. In other words, acetic acid additionally reduced carbohydrate functional groups. Importantly, these unique properties also facilitated the stable and uniform dispersion of highly catalytic Pt nanoparticles (PtNPs) on LIG by avoiding the concentration of electric field on nanoparticles that can cause aggregation during electrodeposition. Finally, chitosan-glucose oxidase (GOx) composite was successfully immobilized onto the LIG/PtNPs electrode to fabricate a sweat glucose biosensor. The as-prepared LIG/PtNPs electrode exhibited a high sensitivity of 4.622 μA/mM as well as an ultra-low limit of detection (signal to noise ratio is 3) which was less than 300 nM and dynamic linear range up to 2.1 mM. Furthermore, we tested the variation of blood glucose level before and after meal using the amperometric response of the sensor which demonstrates the commercial potential of this unique sweat glucose biosensor.",Acetic Acid Treatment; Electrochemical Biosensor; Laser-induced Graphene (lig); Sweat Glucose Detection; Ultra-sensitive And -low Detection Limit; Acetic Acid; Antibodies; Electric Fields; Electrodes; Glucose; Glucose Sensors; Graphene; Nanoparticles; Ph; Signal To Noise Ratio; Acetic Acid Treatment; Electrochemical Biosensor; Glucose Detection; Laser Induced; Low Detection Limit; Glucose Oxidase
Facilely prepared layer-by-layer graphene membrane-based pressure sensor with high sensitivity and stability for smart wearable devices,2020,49,10.1016/j.jmst.2019.11.014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.1016%2Fj.jmst.2019.11.014&partnerID=40&md5=79e27a11e134cb7d633d873876c3a4bc,"With the prosperous development of artificial intelligence, medical diagnosis and electronic skins, wearable electronic devices have drawn much attention in our daily life. Flexible pressure sensors based on carbon materials with ultrahigh sensitivity, especially in a large pressure range regime are highly required in wearable applications. In this work, graphene membrane with a layer-by-layer structure has been successfully fabricated via a facile self-assembly and air-drying (SAAD) method. In the SAAD process, air-drying the self-assembled graphene hydrogels contributes to the uniform and compact layer structure in the obtained membranes. Owing to the excellent mechanical and electrical properties of graphene, the pressure sensor constructed by several layers of membranes exhibits high sensitivity (52.36 kPa−1) and repeatability (short response and recovery time) in the loading pressure range of 0–50 kPa. Compared with most reported graphene-related pressure sensors, our device shows better sensitivity and wider applied pressure range. What's more, we demonstrate it shows desired results in wearable applications for pulse monitoring, breathing detection as well as different intense motion recording such as walk, run and squat. It's hoped that the facilely prepared layer-by-layer graphene membrane-based pressure sensors will have more potential to be used for smart wearable devices in the future.",Graphene Membrane; High Sensitivity; Human Motions; Self-assembly; Wearable Devices; Diagnosis; Graphene; Graphene Devices; Membranes; Pressure Sensors; Self Assembly; Solar Dryers; Flexible Pressure Sensors; High Sensitivity; Human Motions; Layer By Layer Structure; Mechanical And Electrical Properties; Response And Recovery Time; Ultra-high-sensitivity; Wearable Devices; Wearable Sensors
In-situ surface functionalization of superparamagnetic reduced graphene oxide – Fe3O4 nanocomposite via Ganoderma lucidum extract for targeted cancer therapy application,2020,60,10.1016/j.apsusc.2020.145738,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.1016%2Fj.apsusc.2020.145738&partnerID=40&md5=215e192f13abeb2756ed4371b6a05ce9,"A superparamagnetic graphene-based magnetite nanocomposite (rGO-Fe<inf>3</inf>O<inf>4</inf>) was synthesized via a simple in-situ chemical approach. This rGO-Fe<inf>3</inf>O<inf>4</inf> nanocomposite can be used as a drug carrier that is able to be guided by external magnetic fields to the specific site of interest for targeted drug delivery application to treat cancer. Ganoderma lucidum extract (GL) was employed, which successfully stabilized the rGO-Fe<inf>3</inf>O<inf>4</inf> via hydrogen bonding and resulted in enhancement of water dispersibility and stability of the prepared nanocomposite, while Pluronic F-127 (PF) was introduced to reduce the overall cytotoxicity. The presence of both GL and PF on the surface of nanocomposite was successfully validated by cyclic voltammetry (CV). Quercetin (Que), a naturally-available polyphenolic flavonoid with anti-cancer properties was utilized to study the potential of rGO-Fe<inf>3</inf>O<inf>4</inf>-GL-PF for controlled drug delivery application. The loading capacity of Que on rGO-Fe<inf>3</inf>O<inf>4</inf>-GL-PF was determined to be 11 wt% through UV–visible spectroscopy. The Que was loaded on rGO plane via π-π stacking and hydrophobic interaction, which was validated through CV. Furthermore, the in-vitro cytotoxicity of the synthesized nanocomposite showed obvious cytotoxicity toward A549 cells due to the anti-cancer properties of GL which has high potential to be developed into a targeted drug delivery carrier for cancer therapeutics.",Cancer Therapy; Drug Carrier; Ganoderma Lucidum; Quercetin; Superparamagnetic Rgo-fe3o4 Nanocomposite; Controlled Drug Delivery; Cyclic Voltammetry; Cytotoxicity; Diseases; Flavonoids; Graphene; Hydrogen Bonds; Hydrophobicity; Iron Oxides; Magnetite; Oncology; Phenols; Reduced Graphene Oxide; Superparamagnetism; Cancer Therapy; Drug Carrier; Ganoderma Lucidum; Quercetin; Superparamagnetics; Targeted Drug Delivery
Wear debris of friction materials for linear standing-wave ultrasonic motors: Theory and experiments,2020,29,10.1016/j.wear.2020.203216,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.1016%2Fj.wear.2020.203216&partnerID=40&md5=016994d196865d15757bd665c5dbcdf3,"This study focuses on the wear debris of different friction materials for linear standing-wave ultrasonic motors (SWUMs). Wear debris with different morphology and sizes derive from wear mechanisms and has a critical influence on the contact state. The generation mechanisms of the wear debris are analyzed by using the elastic-plastic indentation mechanics and the typical morphography of the wear debris are discussed by considering of the energy balance. Oxide ceramics with high strength and fracture toughness were used as the friction materials of the driving tips, which are in contact with the carbon steel and oxide ceramic sliders. The wear tests were conducted using a homemade reciprocating apparatus. The worn surfaces and debris of different couples were investigated by scanning electron microscopy/energy dispersive spectroscopy (SEM/EDS). The statistical results of the debris size analysis were consistent with the results of the theoretical analysis of the indentation fracture mechanics. The wear debris was characterized with regard to size parameters, roundness factor, aspect ratio, and fractal dimension using image processing, and the relationships of the parameters and the wear modes are discussed. The generation mechanisms of the wear debris differ for the different friction couples due to the complex states and the differences in the mechanical properties. The plastic factor (E/H) and brittleness factor (H/K<inf>IC</inf>) are critical to the maximum dimension of the wear debris for given friction couples.",Ceramics; Standing Wave; Ultrasonic Motor; Wear Debris; Aspect Ratio; Debris; Elastic Waves; Elastoplasticity; Fractal Dimension; Fracture Mechanics; Fracture Toughness; Friction; Friction Materials; Oxides; Piezoelectric Devices; Piezoelectric Motors; Scanning Electron Microscopy; Ultrasonic Equipment; Ultrasonic Machine Tools; Ceramics; Generation Mechanism; Indentation Fracture Mechanics; Morphology And Size; Standing Wave; Standing Wave Ultrasonic Motor; Ultrasonic Motors; Wear Debris; Wear Of Materials
Recent advances in self-actuation and self-sensing materials: State of the art and future perspectives,2020,31,10.1016/j.talanta.2020.120808,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.1016%2Fj.talanta.2020.120808&partnerID=40&md5=6de47ec4add5c9abe463c7299e084aff,"The contradiction between human's strong demand of fossil fuels and their limited reserves becomes increasingly severe. Without external power input, intelligent materials responding sharply and reversibly to various external stimuli are the topic of intense research these years, especially the self-actuation and self-sensing materials. The promising family of these materials will play a significant role in energy-saving, low-cost and environment-friendly intelligent systems in the future. This review summarizes the latest advances in self-actuation and self-sensing materials. The synthetic strategies, morphologies and performance of these materials are introduced, as well as their applications in energy harvest, self-powering sensors, wearable devices, etc. Finally, tentative conclusions and assessments regarding the opportunities and challenges for the future development of these materials are presented.",Biosensors; Chemical Sensors; Piezoelectric Materials; Self-actuation; Self-sensing; Biosensors; Chemical Sensors; Energy Conservation; Fossil Fuels; Intelligent Systems; Piezoelectric Materials; Proven Reserves; Wearable Sensors; Environment Friendly; External Stimulus; Future Perspectives; Self Actuation; Self-sensing; Self-sensing Materials; State Of The Art; Synthetic Strategies; Intelligent Materials
Near-infrared-driven Au-decorated polymer-metal protein microfibers with bacterial filtration ability for use in photothermal sterilization,2020,18,10.1016/j.cej.2020.124236,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.1016%2Fj.cej.2020.124236&partnerID=40&md5=b69c60082fc0aed37a8567795992baa8,"The use of protein nanostructures can be widely applied in medical devices and biomaterials. However, the synthesis of photothermic bovine serum albumin (BSA) microfibers remains a challenge. In this study, novel protein microfibers (MS@BDA@Au) with bacterial filtration abilities were developed for use in inactivating bacteria under near-infrared (NIR) irradiation. Three types of MS@BDA microfibers were fabricated through the assembly of proteins with M2+ (Fe2+, Cu2+, Mn2+)/Na<inf>2</inf>S and the assistance of dopamine (DA). These were further decorated with gold nanoparticles to produce MS@BDA@Au microfibers, which exhibited a filtering capacity of 1 × 108 CFU bacteria per milligram, and obvious antibacterial effects at concentrations of 0.5 mg/mL. This paper presents a method that can be used in the functional micro-crystallization of proteins and the development of new types of protein fibers that can be employed in bacteria filtration and photothermal killing.",Antibacterial; Assembly; Microfibers; Polluted Water; Protein; Amines; Assembly; Bacteria; Gold Nanoparticles; Infrared Devices; Mammals; Microfibers; Water Pollution; Antibacterial; Antibacterial Effects; Bovine Serum Albumins; Medical Devices; Novel Proteins; Polluted Water; Polymer Metals; Protein Fibers; Proteins
Chemically and mechanically robust SWCNT based strain sensor with monotonous piezoresistive response for infrastructure monitoring,2020,27,10.1016/j.cej.2020.124174,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.1016%2Fj.cej.2020.124174&partnerID=40&md5=027c3ec6b51e58af70b980518dab96ea,"The application of stretchable strain sensors in civil and structural engineering involving infrastructural monitoring has become the hot subject of research. However, their imperative performance in infrastructure monitoring is often hindered by environmental conditions particularly, underwater and corrosive environments. Herein, we report the facile fabrication of chemically and mechanically stable strain sensor based on oxidized SWCNT (ox-SWCNT) and polydimethylsiloxane (PDMS). The strong molecular level interaction of ox-SWCNT and PDMS provides sensitive piezoresistivity. Applied strain to the fabricated sensor results in highly synchronized resistive response in large strain range of 100%, demonstrating one to one correspondence (monotonous response) in resistance-strain behavior. Most importantly, the protruding structure of ox-SWCNT covered with low surface energy PDMS provides in-situ resiliency, not only towards water but also to acidic and alkaline solution. Its high durability under abrasive situations illustrates the potential applicability in real time infrastructure monitoring under harsh conditions.",Infrastructure Monitoring; Oxidized Single Walled Carbon Nanotube; Robustness; Strain Sensor; Water Resiliency; Microchannels; Polydimethylsiloxane; Robustness (control Systems); Silicones; Single-walled Carbon Nanotubes (swcn); Civil And Structural Engineerings; Corrosive Environment; Environmental Conditions; Infrastructure Monitoring; Molecular Level Interactions; Polydimethylsiloxane Pdms; Real Time Infrastructure; Strain Sensors; Patient Monitoring
Sensitive colorimetric detection of Pb2+ by geometric field amplification and surface plasmon resonance visualization,2020,13,10.1016/j.talanta.2020.120749,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.1016%2Fj.talanta.2020.120749&partnerID=40&md5=db2caba9fa74f4f276028a312bc7a04d,"Pb2+ is one of the major environmental pollutants, which can be visually detected by surface plasmon resonance of nanoparticles. Paper based analytical device, as a newly developed microfluidic detection platform, is featured in cost-effective and suitable for on-site analysis. In this paper, a sensitive and portable detection method for Pb2+ was proposed, in which Pb2+ was electrokinetically stacked on the paper fluidic channel by geometric field amplification effect and visualized online by glutathione-modified silver nanoparticles. Colorimetric quantification of the visualized stacking band was conducted by smart phone camera. To avoid unfavorable influence from pH change on the surface plasmon resonance visualization, field amplification effect was introduced by geometric design of the paper fluidic channel. The enriched Pb2+ was clearly visible on the paper substrate, and the stacking band intensity was about four orders of magnitude enhanced, comparing to the intensity without stacking. A linear response to Pb2+ was observed in the range of 0.3–7.0 μM (R2 = 0.997) with a limit of detection of 86 nM and a limit of quantity of 0.28 μM. The established method was used in the detection of Pb2+ from river and lake water samples, and the results were confirmed by atomic absorption spectroscopy method.",Field Amplification; Glutathione; Paper Based Analytical Device; Pb2+; Silver Nanoparticles; Surface Plasmon Resonance; Absorption Spectroscopy; Analytic Equipment; Colorimetry; Cost Effectiveness; Fluidic Devices; Geometry; Metal Nanoparticles; Peptides; Plasmons; Silver Nanoparticles; Smartphones; Spectroscopic Analysis; Visualization; Water Absorption; Amplification Effects; Atomic Absorption Spectroscopy Methods; Colorimetric Detection; Environmental Pollutants; Glutathiones; Microfluidic Detection; Paper-based Analytical Devices; Smart-phone Cameras; Surface Plasmon Resonance
"PVDF/BaTiO3 films with nanocellulose impregnation: Investigation of structural, morphological and mechanical properties",2020,40,10.1016/j.jallcom.2020.153701,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.1016%2Fj.jallcom.2020.153701&partnerID=40&md5=c6b14e1fe3aecc12d20548038563e8d7,"Polyvinylidene fluoride (PVDF) composite films have witnessed widespread applications in biomedical and flexible electronic devices in recent years. These applications require a material that has enhanced electrical properties, mechanical flexibility along with sufficient strength. A lot of research has been carried out to enhance the piezoelectric and dielectric properties of the PVDF composite films. However, the improvements in the mechanical properties of nano filler reinforced PVDF composite films has not received due attention. In this regard, the present work focuses towards enhancing the mechanical strength and load-bearing capability of PVDF, by preparing composites of PVDF films impregnated with Cellulose Nanocrystals (CNC) and Barium Titanate (BTO) nanoparticles. Solution casting method was adapted to fabricate the PVDF/BTO/CNC films. X-ray diffractograms and FTIR (Fourier Transform infrared spectroscopy) corroborate the presence of ferroelectric γ phase in PVDF. Mechanical and viscoelastic measurements have been carried out to examine the influence of CNC and BTO nano fillers in the PVDF matrix. The addition of CNC and BTO in PVDF film has improved the mechanical strength significantly. The stress achieved for PVDF/5% BTO and PVDF/5% BTO with 0.9% of CNC at 5% strain was 17% and 130% higher than the pristine PVDF, respectively. This study can be helpful for the design engineers to meet custom/specific requirements for a myriad of end-user applications such as piezoelectric nanogenerators.",Batio3; Composite Films; Mechanics; Morphology; Nanocellulose; Pvdf; Barium Titanate; Cellulose Films; Fillers; Fluorine Compounds; Gamma Rays; Morphology; Nanocellulose; Nanocomposite Films; Piezoelectricity; Dielectrics Property; Flexible Electronics Device; Load-bearing Capability; Mechanical; Mechanical Flexibility; Nano-cellulose; Nanofiller; Piezoelectric Property; Polyvinylidene Fluoride Films; Polyvinylidene Fluorides; Fourier Transform Infrared Spectroscopy
Optimal vibration control of multi-layer micro-beams actuated by piezoelectric layer based on modified couple stress and surface stress elasticity theories,2020,49,10.1016/j.physa.2019.123998,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.1016%2Fj.physa.2019.123998&partnerID=40&md5=69897ea4c49aa80c9fdf27ca8c1bbd8f,"In this study, active optimal vibration control of a micro-beam integrated with piezoelectric actuator and sensor based on modified couple stress and surface stress elasticity theories are investigated. The modified couple stress and surface stress elasticity theories are taken into account to consider the small-scale effects due to the high surface-to-volume ratio. The effects of the independent material length scale on the resonant vibration characteristics of the structure are analyzed. Furthermore, the effect of the simulation model based on modified couple stress of a closed-loop velocity feedback optimal controller on dynamic response time and piezoelectric control voltage were compared with those of the classical model. The results indicate that the small material length scale considering in the modified couple stress theory plays a key role in the dynamic respond and vibration control of micro-beam integrated with piezoelectric layers. In addition, the results illustrate that time respond to model increases and vibration amplitude decreases faster by using the modified couple stress theory.",Active Vibration Control; Lqr Controller; Modified Couple Stress Theory; Sandwich Micro-beam And Piezoelectric Layers; Surface Energy; Elasticity; Piezoelectric Actuators; Piezoelectricity; Surface Properties; Vibration Control; High Surface-to-volume Ratio; Material Length Scale; Modified Couple Stress; Modified Couple Stress Theories; Piezoelectric Control; Piezoelectric Layers; Resonant Vibrations; Small Scale Effects; Vibration Analysis
