Title,Year,Cited by,DOI,Link,Abstract,Author Keywords
Polyaniline Protrusions on MoS2Nanosheets for PVDF Scaffolds with Improved Electrical Stimulation,2021,26,10.1021/acsanm.1c03260,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.1021%2Facsanm.1c03260&partnerID=40&md5=d1d8a5326a2221dedc47c6a03064b061,"Piezoelectric polyvinylidene fluoride (PVDF) provided an opportunity for non-invasive in situ electrical stimulation of cell behavior, yet its electroactive β phase was difficult to obtain due to its instability in the molten state. Herein, polyaniline (PANI) protrusions were in situ oxidation-polymerized on molybdenum disulfide (MoS2) nanosheets (PANI-MoS2). Then, PANI-MoS2 was introduced into laser additive-manufactured PVDF scaffolds. On the one hand, PANI protrusions produced steric hindrance between adjacent MoS2 nanosheets and inhibited the stacking and aggregating of MoS2. On the other hand, PANI-MoS2 could serve as a platform to achieve interfacial polarization locking. Specifically, Mo-S dipoles in MoS2 and πelectron clouds over the N atom in PANI locked -CH2 dipoles in PVDF through electrostatic and hydrogen bond interactions, respectively, which forced -CH2 to align perpendicularly to the basal plane of MoS2 and bialy to one side of the PVDF main chain, thereby forming a full-reverse planar zigzag configuration of the polarized β phase and maintaining its stable existence. The results demonstrated that the β phase of the scaffolds was significantly increased from 43 to 90%, which resulted in an enhanced electrical output performance. The improved electrical output greatly promoted osteoblast-like cell proliferation and differentiation. Furthermore, owing to the pulling-out effect of MoS2 and improved interfacial stress transfer between MoS2 and the polymer matrix, the mechanical properties of scaffolds were also enhanced. These findings suggested that the piezoelectric scaffolds had great potential in bone tissue engineering.",Bone Scaffold; Cell Behavior; Electrical Stimulation; Molybdenum Disulfide; Piezoelectric; Biomechanics; Bone; Cell Proliferation; Fluorine Compounds; Hydrogen Bonds; Layered Semiconductors; Locks (fasteners); Nanosheets; Piezoelectricity; Scaffolds (biology); Sulfur Compounds; Bone Scaffolds; Cell Behaviours; Electrical Output; Electrical Stimulations; Electro Actives; In-situ Oxidation; Molten State; Piezoelectric; Polyvinylidene Fluorides; Steric Hindrances; Molybdenum Compounds
Two-Dimensional MoS2 Nanosheet-Functionalized Optical Microfiber for Room-Temperature Volatile Organic Compound Detection,2021,18,10.1021/acsanm.1c02937,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.1021%2Facsanm.1c02937&partnerID=40&md5=450f385e39d06f539f7843808c9b6c34,"Two-dimensional (2D) transition-metal dichalcogenides such as molybdenum disulfide (MoS<inf>2</inf>) have received a great deal of attention for high-performance gas sensing applications. Unfortunately, before their translation to commercial use, several scientific problems remain to be solved. The challenges include poor stability in a humid environment, random deposition manner of MoS<inf>2</inf> flakes that makes the process unscalable, and incomplete recovery at room temperature. Herein, we report a strategy for the room-temperature volatile organic compound (VOC) sensor using the optical microfiber sensing technology. We demonstrated well-controlled immobilization of MoS<inf>2</inf> nanosheets onto the optical sensing region using the optical deposition technique. The experimental results show that the MoS<inf>2</inf>-functionalized optical microfiber sensor achieves high selectivity to polar aprotic and nonpolar VOCs. The sensor demonstrated high sensitivity of 0.0195, 0.0143, 0.0072, and 0.0058 nm/ppm to acetone, ethyl acetate, cyclohexane, and IPA, respectively. Finally, the repeatability and complete recovery capabilities of the sensor have also been validated in this work.",Density Functional Theory; Molybdenum Disulfide; Optical Deposition; Optical Microfiber Sensor; Room-temperature Gas Sensor; Volatile Organic Compound; Acetone; Chemical Detection; Deposition; Fiber Optic Sensors; Gas Detectors; Layered Semiconductors; Molybdenum Compounds; Optical Fiber Fabrication; Optical Fibers; Sulfur Compounds; Transition Metals; Volatile Organic Compounds; Commercial Use; Density-functional-theory; Dichalcogenides; Functionalized; Gas Sensing Applications; High Performance Gas Sensing; Optical Depositions; Optical Microfiber Sensor; Room Temperature Gas Sensor; Two-dimensional; Density Functional Theory
Silica Nanoparticles Coated with Smaller Au Nanoparticles for the Enhancement of Optical Oxygen Sensing,2021,9,10.1021/acsanm.1c03391,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.1021%2Facsanm.1c03391&partnerID=40&md5=57f22bb26b9bc06cd681f2799c33b43b,"In the vicinity of metal nanostructures, phosphorescent intensity can be greatly enhanced through the localized surface plasmon resonance (LSPR). The enhancement of phosphorescence intensity in noble-metal nanoparticle (NP) systems is highly dependent on the overlap of the absorbance peak of a noble metal with that of phosphorescent dyes. When the peak of the NPs' absorption spectra has a maximum overlap with that of these dyes, the phosphorescence enhancement is the largest. Here, we use a seeded growth method to synthesize SiO2/Au NPs with tunable plasmonic resonance and compare their phosphorescence enhancement for an oxygen range of 0-21%. The measurement sensitivity of oxygen is strongly dependent on the enhancement of phosphorescence. When used with PtTFPP, when the absorbance peak of the SiO2/Au NPs has a maximum overlap with that of PtTFPP, the phosphorescence enhancement factor is as high as 7; the sensitivity of oxygen concentration is as high as 75. Moreover, we also optimize the performance by varying the number of NPs to eliminate the nonradiative energy-transfer (NRET) process and self-quenching.",Luminescence Enhancement; Metal-enhanced Luminescence; Nanoparticles; Oxygen Sensors; Sensitivity; Tunable Plasmonic Resonance Peak; Fiber Optic Sensors; Gold Nanoparticles; Metal Nanoparticles; Oxygen; Oxygen Sensors; Phosphorescence; Plasmonic Nanoparticles; Plasmonics; Silica Nanoparticles; Silicon; Sio2 Nanoparticles; Absorbance Peak; Au Nanoparticle; Luminescence Enhancements; Metal Enhanced Luminescences; Plasmonic Resonances; Resonance Peak; Sensitivity; Tunable Plasmonic Resonance Peak; Tunables; Energy Transfer
Fluorescent Nanoscale Covalent Organic Frameworks with the Theoretically Matched Redox Potential of Fe3+/Fe2+ for Monitoring of Adenosine-5′-Triphosphate in Cells,2021,16,10.1021/acsanm.1c02681,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.1021%2Facsanm.1c02681&partnerID=40&md5=f0d83be739d4ee59759c65ce0afda82f,"Real-time monitoring of adenosine-5′-triphosphate (ATP) and investigating its ability to bind Fe3+ are of great significance for tracking of Fe3+ in cells and cell functions. However, most nanomaterials for fluorescent nanoprobes have been randomly designed, and there are no reports about band gap of nanomaterials for matching with the redox potential of Fe3+/Fe2+, which could be helpful for further sequential sensing of Fe3+ and ATP in cells. Herein, the fluorescent nanoscale covalent organic framework (NCOF) is synthesized and has −2.97 eV of the conduction band and 0.87 eV of the valence band from the theoretical calculations. Coincidentally, the energy band of NCOF fluorescence excellently meets the requirements of energy transfer for the redox potential of Fe3+/Fe2+ (0.77 V vs normal hydrogen electrode (NHE)). This allows us to easily design a NCOF-based fluorescent probe for sensing Fe3+ and ATP in cells. The experimental results demonstrated that the NCOF biosensor had significant superiority in Fe3+ and ATP detection, which had a broad linear response to Fe3+ and ATP, ranging from 0.5 to 100 μM and 0.005 to 5 μM, respectively. These results allowed to achieve ultralow detection limits of 0.061 and 0.0024 μM for the detection of Fe3+ and ATP in cells, respectively. Based on the excellent fluorescence properties and good biocompatibility of the NCOF, the probe has been further used for sensitive imaging of Fe3+ and real-time dynamic monitoring of ATP in cells. In addition, the mechanism of interaction among NCOFs, Fe3+, and ATP was first verified by theoretical calculations. These results are promising to improve the development of fluorescent nanoprobes for biosensor and bioimaging applications.",Adenosine-5′-triphosphate; Imaging; Nanoscale Covalent Organic Framework; Real Time; Theoretical Band Gap; Biocompatibility; Biosensors; Energy Transfer; Fluorescence; Isomers; Nanoprobes; Nanostructured Materials; Probes; Redox Reactions; Adenosine-5-triphosphate; Covalent Organic Frameworks; Fe 3+; Nano Scale; Nanoscale Covalent Organic Framework; Real- Time; Redox Potentials; Redoxpotential; Theoretical Band Gap; Theoretical Calculations; Energy Gap
Recent Advances in the Application Peptide and Peptoid in Diagnosis Biomarkers of Alzheimer’s Disease in Blood,2021,6,10.3389/fnmol.2021.778955,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.3389%2Ffnmol.2021.778955&partnerID=40&md5=93a80782acc1064c63e4b23e497851b2,"Alzheimer’s disease (AD) is one of the most common neurodegenerative diseases with irreversible damage of the brain and a continuous pathophysiological process. Early detection and accurate diagnosis are essential for the early intervention of AD. Precise detection of blood biomarkers related to AD could provide a shortcut to identifying early-stage patients before symptoms. In recent years, targeting peptides or peptoids have been chosen as recognition elements in nano-sensors or fluorescence detection to increase the targeting specificity, while peptide-based probes were also developed considering their specific advantages. Peptide-based sensors and probes have been developed according to different strategies, such as natural receptors, high-throughput screening, or artificial design for AD detection. This review will briefly summarize the recent developments and trends of AD diagnosis platforms based on peptide and peptoid as recognition elements and provide insights into the application of peptide and peptoid with different sources and characteristics in the diagnosis of AD biomarkers.",Alzheimer’s Disease; Blood Biomarkers; Diagnosis; Peptide; Peptoid; Amyloid Beta Protein[1-40]; Amyloid Beta Protein[1-42]; Amyloid Precursor Protein; Biological Marker; Fluorescent Dye; Magnetic Nanoparticle; Nanosheet; Peptide; Peptoid; Tau Protein; Alzheimer Disease; Amino Acid Sequence; Binding Affinity; Biocompatibility; Blood Brain Barrier; Cerebrospinal Fluid; Disease Severity; Dna Microarray; Dna Sequence; Enzyme Linked Immunosorbent Assay; Escherichia Coli; Flow Cytometry; Fluorescence Activated Cell Sorting; Fluorescence Imaging; Hydrogen Bond; Immunogenicity; Immunoprecipitation; Molecular Docking; Neurotoxicity; Nuclear Magnetic Resonance Imaging; Peptide Library; Phage Display; Positron Emission Tomography; Review; Signal Noise Ratio; Surface Plasmon Resonance
Conductive Stimuli-Responsive Coordination Network Linked with Bismuth for Chemiresistive Gas Sensing,2021,23,10.1021/acsami.1c14453,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.1021%2Facsami.1c14453&partnerID=40&md5=cf283e9716959ef23318538f1de09227,"This paper describes the design, synthesis, characterization, and performance of a novel semiconductive crystalline coordination network, synthesized using 2,3,6,7,10,11-hexahydroxytriphenylene (HHTP) ligands interconnected with bismuth ions, toward chemiresistive gas sensing. Bi(HHTP) exhibits two distinct structures upon hydration and dehydration of the pores within the network, Bi(HHTP)-α and Bi(HHTP)-β, respectively, both with unprecedented network topology (2,3-c and 3,4,4,5-c nodal net stoichiometry, respectively) and unique corrugated coordination geometries of HHTP molecules held together by bismuth ions, as revealed by a crystal structure resolved via microelectron diffraction (MicroED) (1.00 Å resolution). Good electrical conductivity (5.3 × 10–3 S·cm–1) promotes the utility of this material in the chemical sensing of gases (NH<inf>3</inf> and NO) and volatile organic compounds (VOCs: acetone, ethanol, methanol, and isopropanol). The chemiresistive sensing of NO and NH<inf>3</inf> using Bi(HHTP) exhibits limits of detection 0.15 and 0.29 parts per million (ppm), respectively, at low driving voltages (0.1–1.0 V) and operation at room temperature. This material is also capable of exhibiting unique and distinct responses to VOCs at ppm concentrations. Spectroscopic assessment via X-ray photoelectron spectroscopy (XPS) and Fourier transform infrared spectroscopic methods (i.e., attenuated total reflectance-infrared spectroscopy (ATR-IR) and diffuse reflectance infrared Fourier transformed spectroscopy (DRIFTS)), suggests that the sensing mechanisms of Bi(HHTP) to VOCs, NO, and NH<inf>3</inf> comprise a complex combination of steric, electronic, and protic properties of the targeted analytes.",Bismuth; Chemiresistor; Coordination Network; Crystalline; Gas Sensor; Microelectron Diffraction; Semiconductive; Acetone; Ammonia; Bismuth; Chelation; Chemical Detection; Chemical Sensors; Coordination Reactions; Crystal Structure; Crystalline Materials; Diffraction; Gas Detectors; Gases; Luminescence; Reflection; Spectroscopic Analysis; X Ray Photoelectron Spectroscopy; Bismuth Ion; Chemiresistors; Coordination Networks; Design Performance; Gas Sensing; Gas-sensors; Microelectron Diffraction; Parts Per Millions; Semiconductive; Stimuli-responsive; Infrared Spectroscopy
Quantitative volatile organic compound sensing with liquid crystal core fibers,2021,22,10.1016/j.xcrp.2021.100661,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.1016%2Fj.xcrp.2021.100661&partnerID=40&md5=62833a6df2915608a803e6988d5c3f63,"Polymer fibers with liquid crystals (LCs) in the core have potential as autonomous sensors of airborne volatile organic compounds (VOCs), with a high surface-to-volume ratio enabling fast and sensitive response and an attractive non-woven textile form factor. We demonstrate their ability to continuously and quantitatively measure the concentration of toluene, cyclohexane, and isopropanol as representative VOCs, via the impact of each VOC on the LC birefringence. The response is fully reversible and repeatable over several cycles, the response time can be as low as seconds, and high sensitivity is achieved when the operating temperature is near the LC-isotropic transition temperature. We propose that a broad operating temperature range can be realized by combining fibers with different LC mixtures, yielding autonomous VOC sensors suitable for integration in apparel or in furniture that can compete with existing consumer-grade electronic VOC sensors in terms of sensitivity and response speed.",Core-sheath Fibers; Electrospinning; Gas Sensor; Liquid Crystal; Non-woven Fiber Mats; Volatile Organic Compound (voc) Sensing; Wearable Technology
MXene-Coated Wrinkled Fabrics for Stretchable and Multifunctional Electromagnetic Interference Shielding and Electro/Photo-Thermal Conversion Applications,2021,126,10.1021/acsami.1c19890,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.1021%2Facsami.1c19890&partnerID=40&md5=f2a0ea44d17f84767120562e48ad9a97,"Stretchability and multifunctional heating abilities are highly desired for wearable electromagnetic interference (EMI) shielding fabrics to tackle the growing electromagnetic pollution for special crowd, such as pregnant women. Herein, we fabricated stretchable MXene-coated thermoplastic polyurethane (TPU) fabrics by simple uniaxial prestretching and spraying methods. The obtained unique wrinkled structure endowed the film with effective strain-invariant electrical conductivity and EMI shielding properties. Specifically, the prepared stretchable film with an extremely low MXene loading (0.417 mg cm–2) exhibited a stable EMI shielding effectiveness of approximately 30 dB under 50% tensile strain and durability during stretching and bending cycles. More importantly, owing to the high electrical conductivity and localized surface plasmon resonance (LSPR) effect of the MXene layer, the stretchable fabrics exhibited excellent Joule heating (up to 104 °C at a voltage of 5 V) and superior photothermal conversion abilities. Moreover, the unique wrinkled MXene-coating layer not only endows the fabrics with stretchable heat abilities but also enhances the photothermal conversion performance by increasing the light absorption area and travel path. We believe that this study offers a novel strategy for the versatile design of stretchable and multifunctional wearable shielding fabrics.",Electro/photo-thermal Conversion; Spray-coating; Stretchable Emi Shielding; Ti3c2tx Mxene; Wrinkled Structure; Coatings; Electric Conductivity; Electromagnetic Pulse; Electromagnetic Shielding; Electromagnetic Wave Interference; Light Absorption; Signal Interference; Surface Plasmon Resonance; Tensile Strain; Electro Magnetic Pollution; Electro/photo-thermal Conversion; Electromagnetic Interference Shielding; Photothermal Conversion; Pregnant Woman; Spray Coating; Stretchable Electromagnetic Interference Shielding; Ti3c2t Xmxene; Wrinkled Fabric; Wrinkled Structure; Wearable Technology
From Drug Molecules to Thermoset Shape Memory Polymers: A Machine Learning Approach,2021,34,10.1021/acsami.1c20947,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.1021%2Facsami.1c20947&partnerID=40&md5=96a8cc16ba654adee43128a8e208bc7c,"Ultraviolet (UV)-curable thermoset shape memory polymers (TSMPs) with high recovery stress but mild glass transition temperature (T<inf>g</inf>) are highly desired for 3D/4D printing lightweight load-bearing structures and devices. However, a bottleneck is that high recovery stress usually means high T<inf>g</inf>. For a few TSMPs with high recovery stress, their T<inf>g</inf> values are close to the decomposition temperature, and thus, the shape memory effect cannot be triggered safely and effectively. While machine learning (ML) has served as a useful tool to discover new materials and drugs, the grand challenge of using ML to discover new TSMPs persists in the very limited data available. Here, we report an enhanced ML approach by combining the transfer learning–variational autoencoder with a weighted-vector combination method. By learning a large data set with drug molecules in a pretraining process, we were able to effectively map the TSMPs to a hidden space that is much closer to a Gaussian distribution. Through this approach, we created a large compositional space and were able to discover five new types of UV-curable TSMPs with desired properties, one of which was validated by the experiments. Our contribution includes (1) representing the features of TSMPs by drug molecules to overcome the barrier of a limited training data set and (2) developing a ML framework that is able to overcome the barrier of mapping the molar ratio information. It is shown that this approach can effectively learn TSMP features by utilizing the relatedness between the data-scarce (and biased) TSMP target and data-abundant drug source, and the result is much more accurate and more robust than the benchmark set by the support vector machine method using direct label encoding and Morgan encoding. Therefore, it is believed that this framework is a state-of-the-art study in the TSMP field. This study opens new opportunities for discovering not only new TSMPs but also other thermoset polymers.","4d Printing; Drug Molecules; Machine Learning; Material Discovery; Shape Memory Polymer; Transfer Learning; Variational Autoencoder; Biocompatible Materials; Smart Materials; Curing; Encoding (symbols); Glass Transition; Molar Ratio; Molecules; Recovery; Shape-memory Polymer; Support Vector Machines; Thermosets; 4d Printing; Auto Encoders; Drug Molecules; Machine Learning Approaches; Material Discovery; Recovery Stress; Shape Memory Polymers; Thermoset Shape Memory Polymers; Transfer Learning; Variational Autoencoder; Signal Encoding; Biomaterial; Chemistry; Machine Learning; Materials Testing; Three Dimensional Printing; Transition Temperature; Ultraviolet Radiation; Biocompatible Materials; Machine Learning; Materials Testing; Printing, Three-dimensional; Smart Materials; Transition Temperature; Ultraviolet Rays"
Highly Sensitive Composite Foam Bodily Sensors Based on the g-Putty Ink Soaking Procedure,2021,8,10.1021/acsami.1c19950,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.1021%2Facsami.1c19950&partnerID=40&md5=06db8a7016d06c2f3661322c7a2df08b,"Electrically conductive composite materials are highlighted as a potential tech path toward future flexible devices for wearable health technologies. To be commercially viable, these materials must not only be mechanically soft, highly sensitive to deformation, and report a sustainable signal but also utilize manufacturing methods that facilitate large-scale production. An ideal candidate for these envisioned technologies is the viscous, electromechanically sensitive composite material g-putty. Inks based on g-putty here are shown to transform a commercial polymer foam into a sensitive strain sensing material through a simple, scalable soaking procedure. Foam composites reported here have sensitives as high as ∼20 in terms of compressive strain and ∼0.4 kPa–1 with respect to applied compressive stress; both values being comparable to the parent g-putty material. Through g-putty’s self-adhering nature, the foams used acted as an elastic scaffolding that aided in overcoming many of the hysteresis effects associated with g-putty without the need for further encapsulation methods. From this, these composite foams were demonstrated to have a sustainable signal that allowed for effective impact and vital sign sensing.",Bodily Sensing; Composite; Foam; Graphene; Ink; Pulse; Smart Materials; Strain Sensing; Adhesives; Composite Materials; Manufacture; Scaffolds; Wearable Technology; Bodily Sensing; Composite Foams; Conductive Composites Materials; Electrically Conductive Composites; Flexible Device; Health Technology; Large Scale Productions; Manufacturing Methods; Pulse; Strain Sensing; Foams
Mathematical and computational modeling of flexoelectricity,2021,26,10.1063/5.0067852,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.1063%2F5.0067852&partnerID=40&md5=2316c684caffa4b1090bc4330ef5909b,"We first revisit the mathematical modeling of the flexoelectric effect in the context of continuum mechanics at infinitesimal deformations. We establish and clarify the relation between the different formulations, point out theoretical and numerical issues related to the resulting boundary value problems, and present the natural extension to finite deformations. We then present a simple B-spline based computational technique to numerically solve the associated boundary value problems, which can be extended to handle unfitted meshes, hence allowing for arbitrarily-shaped geometries. Several numerical examples illustrate the flexoelectric effect in simple benchmark setups, as well as in new flexoelectric devices and metamaterials engineered for sensing or actuation.",Continuum Mechanics; Deformation; B Splines; Boundary-value Problem; Computational Modelling; Computational Technique; Finite Deformations; Flexoelectric Effects; Flexoelectricity; Natural Extension; Simple++; Unfitted Meshes; Boundary Value Problems
Magnetophotonics for sensing and magnetometry toward industrial applications,2021,47,10.1063/5.0072884,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.1063%2F5.0072884&partnerID=40&md5=84ea8ca5660d70ac824d27e74983eec5,"Magnetic nanostructures sustaining different types of optical modes have been used for magnetometry and label-free ultrasensitive refractive index probing, where the main challenge is the realization of compact devices that are able to transfer this technology from research laboratories to smart industry. This Perspective discusses the state-of-the-art and emerging trends in realizing innovative sensors containing new architectures and materials exploiting the unique ability to actively manipulate their optical properties using an externally applied magnetic field. In addition to the well-established use of propagating and localized plasmonic fields, in the so-called magnetoplasmonics, we identified a new potential of the all-dielectric platforms for sensing to overcome losses inherent to metallic components. In describing recent advances, emphasis is placed on several feasible industrial applications, trying to give our vision on the future of this promising field of research merging optics, magnetism, and nanotechnology.",Industrial Research; Magnetometry; Refractive Index; Research Laboratories; Applied Magnetic Fields; Compact Devices; Emerging Trends; Label Free; Localised; Magnetic Nanostructures; Magnetophotonics; Optical Modes; State Of The Art; Ultrasensitive; Magnetometers
Combining an Integrated Sensor Array with Machine Learning for the Simultaneous Quantification of Multiple Cations in Aqueous Mixtures,2021,22,10.1021/acs.analchem.1c03709,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.1021%2Facs.analchem.1c03709&partnerID=40&md5=6e0fc496ef6d45ddf990a216ca275c9d,"The direct quantification of multiple ions in aqueous mixtures is achieved by combining an automated machine learning pipeline with transient potentiometric data obtained from a single miniaturized array of polymeric sensors electrodeposited on a conventional printed circuit board (PCB) substrate. A proof-of-concept system was demonstrated by employing 16 polymeric sensors in combination with features extracted from the transient differential voltages produced by these sensors when transitioning from a reference solution to a test solution, thereby obviating the need for a conventional reference electrode. A tree-based regression model enabled concentrations of various metal cations in pure solutions to be determined in less than 2 min. In a model mixture comprising Al3+, Cu2+, Na+, and Fe3+, the mean relative error was found to depend on the type of ion and varied between 1% for Fe3+ and 44% for Na+ in the concentration range 1–10 mg/L. Overall, a mean relative error of 16% was obtained for quantification of these four ions across a total of 124 tests in different solutions spanning concentrations between 2 and 360 mg/L. These results demonstrate how the analytical capability of a multiselective sensor array can leverage data-driven approaches through training by examples for accelerated testing and can be proposed to complement traditional analytical tools to meet industrial demands, including traceability of chemicals.",Machine Learning; Mixtures; Positive Ions; Printed Circuit Boards; Regression Analysis; Aqueous Mixtures; Concept Systems; Differential Voltage; Integrated Sensor Arrays; Machine-learning; Mean Relative Error; Multiple Cations; Polymeric Sensor; Potentiometric Data; Proof Of Concept; Electrodes
Covalent organic frameworks as multifunctional materials for chemical detection,2021,221,10.1039/d1cs00600b,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.1039%2Fd1cs00600b&partnerID=40&md5=0233f5e35e848ad3198d0123a0701f99,"Sensitive and selective detection of chemical and biological analytes is critical in various scientific and technological fields. As an emerging class of multifunctional materials, covalent organic frameworks (COFs) with their unique properties of chemical modularity, large surface area, high stability, low density, and tunable pore sizes and functionalities, which together define their programmable properties, show promise in advancing chemical detection. This review demonstrates the recent progress in chemical detection where COFs constitute an integral component of the achieved function. This review highlights how the unique properties of COFs can be harnessed to develop different types of chemical detection systems based on the principles of chromism, luminescence, electrical transduction, chromatography, spectrometry, and others to achieve highly sensitive and selective detection of various analytes, ranging from gases, volatiles, ions, to biomolecules. The key parameters of detection performance for target analytes are summarized, compared, and analyzed from the perspective of the detection mechanism and structure-property-performance correlations of COFs. Conclusions summarize the current accomplishments and analyze the challenges and limitations that exist for chemical detection under different mechanisms. Perspectives on how future directions of research can advance the COF-based chemical detection through innovation in novel COF design and synthesis, progress in device fabrication, and exploration of novel modes of detection are also discussed.",Gases; Metal-organic Frameworks; Chemical Stability; Gas Chromatography; Molecular Biology; Pore Size; Biological Analytes; Chemical And Biologicals; Covalent Organic Frameworks; Detection Of Chemicals; Large Surface Area; Lower Density; Multi-functional Materials; Property; Selective Detection; Sensitive Detection; Chemical Detection; Metal Organic Framework; Gas; Gases; Metal-organic Frameworks
"Chinese ink: A programmable, dual-responsive and self-sensing actuator using a healing-assembling method",2021,12,10.1039/d1nr06111a,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.1039%2Fd1nr06111a&partnerID=40&md5=65d5b4056cd2c27810d6a3c767e152e9,"Actuators have wide applications in soft robotics and bionic devices. Since the healing ability not only makes actuators have longer service lives, but also allows them to be programmable through welding and assembling, it is regarded as an important feature for state-of-the-art actuators. Nevertheless, it remains a great challenge to integrate multi-functional merits, such as multi-responsiveness, programmable shape-morphing, healing and self-sensing function, simultaneously into a monolithic actuating material. Here, we introduce Chinese ink, a carbon-based material used in traditional calligraphy, to develop programmable, dual-responsive and self-sensing actuators by a healing-assembling method. The ink is combined with graphene oxide (GO) to fabricate a double-layer ink/GO actuator, which shows bi-directional bending under near-infrared light or humidity, owing to the mismatch of the volume change between ink and GO films. The maximal bending curvature is up to 5.2 cm-1. Importantly, the entire ink/GO actuator can be healed with the aid of ink solution. Using the healing-assembling method to fabricate advanced structures including a Mobius ring, triangular rings and square rings, diverse actuating modes and complex 3D deformations such as a wavy shape and saddle shape are realized. This method also enables the construction of an artificial mimosa that shows a biomimetic stimulus-responsive behavior. In addition, the ink/GO actuator shows a self-sensing function, which is attributed to the thermoresistivity of the ink film. This research shows the huge potential of Chinese-ink-based actuators for use in smart materials, providing a new idea for the development of new generation multi-functional actuators.",Biomimetics; Graphene; Infrared Devices; Oxide Films; Assembling Method; Important Features; Long Service Life; Monolithics; Multi-functional; Self-sensing Actuators; Self-sensing Function; Shape Morphing; Soft Robotics; State Of The Art; Actuators
5G-Enabled intelligent construction of a chest pain center with up-conversion lateral flow immunoassay,2021,4,10.1039/d1an01592c,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.1039%2Fd1an01592c&partnerID=40&md5=fb3a678d87376257e87462831561e51a,"Acute myocardial infarction (AMI) has become a worldwide health problem because of its rapid onset and high mortality. Cardiac troponin I (cTnI) is the gold standard for diagnosis of AMI, and its rapid and accurate detection is critical for early diagnosis and management of AMI. Using a lateral flow immunoassay with upconverting nanoparticles as fluorescent probes, we developed an up-conversion fluorescence reader capable of rapidly quantifying the cTnI concentration in serum based upon the fluorescence intensity of the test and control lines on the test strip. Reliable detection of cTnI in the range 0.1-50 ng mL-1 could be achieved in 15 min, with a lower detection limit of 0.1 ng mL-1. The reader was also adapted for use on a 5th generation (5G) mobile network enabled intelligent chest pain center. Through Bluetooth wireless communication, the results achieved using the reader on an ambulance heading to a central hospital could be transmitted to a 5G smartphone and uploaded for real-time edge computing and cloud storage. An application in the 5G smartphone allows users to upload their medical information to establish dedicated electronic health records and doctors to monitor patients' health status and provide remote medical services. Combined with mobile internet and big data, the 5G-enabled intelligent chest pain center with up-conversion lateral flow immunoassay may predict the onset of AMI and save valuable time for patients suffering an AMI. This journal is",Troponin I; Biomarkers; Troponin I; 5g Mobile Communication Systems; Big Data; Diagnosis; Digital Storage; Fluorescence; Immunology; Mhealth; Acute Myocardial Infarction; Cardiac Troponin I; Chest Pain; Early Diagnosis; Gold Standards; Intelligent Constructions; Lateral Flow Immunoassay; Smart Phones; Up-conversion; Upconverting Nanoparticles; Smartphones; Biological Marker; Troponin I; Early Diagnosis; Heart Infarction; Human; Immunoassay; Pain Clinic; Biomarkers; Early Diagnosis; Humans; Immunoassay; Myocardial Infarction; Pain Clinics; Troponin I
